lag_1,lag_2,lag_4,lag_8,ma_4,ma_8,std_4,wow_change,avg_basket,avg_unit_price,total_quantity,avg_margin,n_orders,category_encoded,category_target_enc,revenue,week_start,category
114642.4,495304.3,287779.25,213990.0,263365.7375,321755.55625,171361.30700962117,3.823000914146948,138230.1,34073.5,17,0.12996064103922356,4,0,440851.4908653846,552920.4,2023-12-04,Beauty
552920.4,114642.4,155737.0,80515.4,329651.025,364121.85625,226395.68476983506,-0.4489580236142491,101560.78333333333,42936.333333333336,8,0.13088508160286283,3,0,440851.4908653846,304682.35,2023-12-11,Beauty
304682.35,552920.4,495304.3,772355.95,366887.3625,392142.725,198826.71313240496,-0.6003280137494016,121773.0,40591.0,3,0.1896314453942977,1,0,440851.4908653846,121773.0,2023-12-18,Beauty
121773.0,304682.35,114642.4,453720.15,273504.5375,310819.85624999995,205997.50679080802,-0.773861200758789,27537.6,11474.0,3,0.12324131369472564,1,0,440851.4908653846,27537.6,2023-12-25,Beauty
27537.6,121773.0,552920.4,287779.25,251728.3375,257547.0375,231423.61049122812,35.132173827784555,142141.90714285715,43527.857142857145,25,0.11603799627401508,7,0,440851.4908653846,994993.35,2024-01-01,Beauty
994993.35,27537.6,304682.35,155737.0,362246.57499999995,345948.8,437241.2604392768,-0.7607516673352641,59512.625,43550.75,10,0.15381734012918602,4,0,440851.4908653846,238050.5,2024-01-08,Beauty
238050.5,994993.35,121773.0,495304.3,345588.61249999993,356237.9875,441414.70813681616,0.21155154053446656,57682.090000000004,20667.2,13,0.16664589429549265,5,0,440851.4908653846,288410.45,2024-01-15,Beauty
288410.45,238050.5,27537.6,114642.4,387247.975,330376.25625000003,420624.43169294245,-0.844608959210736,44816.4,24898.0,2,0.19996719950731875,1,0,440851.4908653846,44816.4,2024-01-22,Beauty
44816.4,288410.45,994993.35,552920.4,391567.675,321648.00625,415759.517050026,7.9776242625467475,80468.96,35661.6,13,0.14915102180011036,5,0,440851.4908653846,402344.80000000005,2024-01-29,Beauty
402344.80000000005,44816.4,238050.5,304682.35,243405.53750000003,302826.05624999997,149168.1973174319,-0.5530731352809829,89909.35,33394.0,5,0.1525190313526467,2,0,440851.4908653846,179818.7,2024-02-05,Beauty
179818.7,402344.80000000005,288410.45,121773.0,228847.58750000002,287218.1,152665.56817284407,0.33980336861516625,80307.23333333334,32765.666666666668,9,0.10252642117624199,3,0,440851.4908653846,240921.7,2024-02-12,Beauty
240921.7,179818.7,44816.4,27537.6,216975.40000000002,302111.6875,148272.92557526028,2.2578516173511973,156977.43,53462.6,14,0.17292269043919617,5,0,440851.4908653846,784887.15,2024-02-19,Beauty
784887.15,240921.7,402344.80000000005,994993.35,401993.0875,396780.38125000003,271976.3697649803,-0.09422876906571864,142185.63999999998,39586.2,18,0.09267900283090313,5,0,440851.4908653846,710928.2,2024-02-26,Beauty
710928.2,784887.15,179818.7,238050.5,479138.9375,361272.23750000005,312808.9344826044,-0.6981750055772158,71525.3,28896.0,9,0.13655466684691028,3,0,440851.4908653846,214575.9,2024-03-04,Beauty
214575.9,710928.2,240921.7,288410.45,487828.2375,358337.91250000003,302019.46348573675,0.14312674442936046,81762.48333333332,43777.666666666664,6,0.16871766822065537,3,0,440851.4908653846,245287.44999999998,2024-03-11,Beauty
245287.44999999998,214575.9,784887.15,44816.4,488919.675,352947.5375,300835.3366712165,0.1475432191903827,70369.4875,47994.25,7,0.15664588202607915,4,0,440851.4908653846,281477.95,2024-03-18,Beauty
281477.95,245287.44999999998,710928.2,402344.80000000005,363067.375,382530.23125,233513.60896972177,-0.2570016585668612,52284.4125,53270.5,8,0.1684509465732494,4,0,440851.4908653846,209137.65,2024-03-25,Beauty
209137.65,281477.95,214575.9,179818.7,237619.73750000002,358379.3375,33289.55979363356,2.0751638932540364,107188.75833333335,44840.833333333336,18,0.17696982737931913,6,0,440851.4908653846,643132.55,2024-04-01,Beauty
643132.55,209137.65,245287.44999999998,240921.7,344758.9,416293.56875,201096.16809202667,0.5929296379105675,128058.1125,41480.25,23,0.15585859559962154,8,0,440851.4908653846,1024464.9,2024-04-08,Beauty
1024464.9,643132.55,281477.95,784887.15,539553.2625000001,514236.46875,374897.9011622862,-0.6802177409884906,109201.90000000001,39874.0,10,0.10797048429199342,3,0,440851.4908653846,327605.7,2024-04-15,Beauty
327605.7,1024464.9,209137.65,710928.2,551085.2000000001,457076.2875,364889.1470412007,0.909270809390679,104248.0,49035.833333333336,14,0.13195189226772,6,0,440851.4908653846,625488.0,2024-04-22,Beauty
625488.0,327605.7,643132.55,214575.9,655172.7875000001,446396.26249999995,285600.5456903762,-0.14885905085309403,106475.68999999999,41166.6,18,0.1640712069614885,5,0,440851.4908653846,532378.45,2024-04-29,Beauty
532378.45,625488.0,1024464.9,245287.44999999998,627484.2625000001,486121.58125,292443.6580677988,-0.3112878629854382,183327.75,56341.5,8,0.12308224673245362,2,0,440851.4908653846,366655.5,2024-05-06,Beauty
366655.5,532378.45,327605.7,281477.95,463031.91250000003,501292.5875,140035.22717220322,-0.49868200531561646,45952.75,17342.0,14,0.12931109446281325,4,0,440851.4908653846,183811.0,2024-05-13,Beauty
183811.0,366655.5,625488.0,209137.65,427083.23750000005,489084.21875,194323.11970506463,0.8478374526007695,84913.21250000001,39262.25,10,0.190486667231267,4,0,440851.4908653846,339652.85000000003,2024-05-20,Beauty
339652.85000000003,183811.0,532378.45,643132.55,355624.45000000007,505398.61875,142756.91949086584,0.2740284675956641,144242.46666666667,41343.333333333336,11,0.12885298152666783,3,0,440851.4908653846,432727.4,2024-05-27,Beauty
432727.4,339652.85000000003,366655.5,1024464.9,330711.68750000006,479097.97500000003,105449.70306381698,-0.8910411034753057,47149.5,55470.0,1,0.09076193809053987,1,0,440851.4908653846,47149.5,2024-06-03,Beauty
47149.5,432727.4,183811.0,327605.7,250835.18750000006,356933.55,170248.30409580335,4.948595425190087,140236.65,35528.5,7,0.15676622998349385,2,0,440851.4908653846,280473.3,2024-06-10,Beauty
280473.3,47149.5,339652.85000000003,625488.0,275000.76250000007,351042.0,164320.55165103,-0.4955929851433273,70736.35,22062.0,8,0.10498415874198365,2,0,440851.4908653846,141472.7,2024-06-17,Beauty
141472.7,280473.3,432727.4,532378.45,225455.72500000003,290540.0875,168161.37009639182,1.7147852553884952,128022.66666666667,43762.666666666664,8,0.1506499702413526,3,0,440851.4908653846,384068.0,2024-06-24,Beauty
384068.0,141472.7,47149.5,366655.5,213290.87500000006,272001.28125,148816.56650539837,1.5495469552266785,122399.925,52300.0,21,0.14954544894348665,8,0,440851.4908653846,979199.4,2024-07-01,Beauty
979199.4,384068.0,280473.3,183811.0,446303.3500000001,348569.26875000005,368905.03274675354,-0.733782312366613,86893.40000000001,46918.333333333336,7,0.12745369216797825,3,0,440851.4908653846,260680.2,2024-07-08,Beauty
260680.2,979199.4,141472.7,339652.85000000003,441355.07500000007,358177.91875,371990.6702184287,1.1638256376970708,141016.625,45010.75,14,0.15050209952953505,4,0,440851.4908653846,564066.5,2024-07-15,Beauty
564066.5,260680.2,384068.0,432727.4,547003.5250000001,386229.625,313907.3383600897,-0.3782686970419268,116899.26666666666,48630.333333333336,9,0.17862765268446826,3,0,440851.4908653846,350697.8,2024-07-22,Beauty
